year,material,region,extraction_yield,beneficiation_yield,refining_yield,sorting_yield,extraction_loss_to_sysenv_share,beneficiation_loss_to_sysenv_share,refining_loss_to_sysenv_share,sorting_reject_to_disposal_share,sorting_reject_to_sysenv_share
1991,tin,RoW,0.0164666655651488,0.8610839999999998,0.98665875,0.99,0.9849871017176942,0.6344000000000001,0.6025,0.98,0.02
1992,tin,RoW,0.0163083000279481,0.8610839999999998,0.98665875,0.99,0.9848294618626702,0.6344000000000001,0.6025,0.98,0.02
1993,tin,RoW,0.0161529515850576,0.8610839999999998,0.98665875,0.99,0.9844346338741484,0.6344000000000001,0.6025,0.98,0.02
1994,tin,RoW,0.0160354520717788,0.8610839999999998,0.98665875,0.99,0.9843401480717672,0.6344000000000001,0.6025,0.98,0.02
1995,tin,RoW,0.015988929517032,0.8610839999999998,0.98665875,0.99,0.9843401480717672,0.6344000000000001,0.6025,0.98,0.02
1996,tin,RoW,0.0159216024261086,0.8610839999999998,0.98665875,0.99,0.9840896767852958,0.6344000000000001,0.6025,0.98,0.02
1997,tin,RoW,0.0157505580160082,0.8610839999999998,0.98665875,0.99,0.9839239581225898,0.6344000000000001,0.6025,0.98,0.02
1998,tin,RoW,0.0155225428674296,0.8610839999999998,0.98665875,0.99,0.9838070153245796,0.6344000000000001,0.6025,0.98,0.02
1999,tin,RoW,0.0152815068220273,0.8610839999999998,0.98665875,0.99,0.9838070153245796,0.6344000000000001,0.6025,0.98,0.02
2000,tin,RoW,0.015066777456104,0.8610839999999998,0.98665875,0.99,0.9832282573900688,0.6344000000000001,0.6025,0.98,0.02
2001,tin,RoW,0.0149135182228189,0.8610839999999998,0.98665875,0.99,0.9829331305006972,0.6344000000000001,0.6025,0.98,0.02
2002,tin,RoW,0.0148549267640418,0.8610839999999998,0.98665875,0.99,0.9829331305006972,0.6344000000000001,0.6025,0.98,0.02
2003,tin,RoW,0.0148267079100224,0.8610839999999998,0.98665875,0.99,0.9829331305006972,0.6344000000000001,0.6025,0.98,0.02
2004,tin,RoW,0.0147566276048792,0.8610839999999998,0.98665875,0.99,0.9838272471215505,0.6344000000000001,0.6025,0.98,0.02
2005,tin,RoW,0.0146665075773964,0.8610839999999998,0.98665875,0.99,0.9841086653922454,0.6344000000000001,0.6025,0.98,0.02
2006,tin,RoW,0.014577481610317,0.8610839999999998,0.98665875,0.99,0.984322519612226,0.6344000000000001,0.6025,0.98,0.02
2007,tin,RoW,0.0145097321201558,0.8610839999999998,0.98665875,0.959738318533089,0.9855834556193872,0.6344000000000001,0.6025,0.98,0.02
2008,tin,RoW,0.0144828083234056,0.853111,0.98665875,0.959738318533089,0.9855834556193872,0.6376000000000001,0.6025,0.98,0.02
2009,tin,RoW,0.0144669625758544,0.853111,0.98665875,0.959738318533089,0.9855834556193872,0.6376000000000001,0.6025,0.98,0.02
2010,tin,RoW,0.0144274994914801,0.8491245000000001,0.98665875,0.9845952634151997,0.9853755400821792,0.6392000000000001,0.6025,0.98,0.02
2011,tin,RoW,0.0143765182110174,0.8491245000000001,0.98665875,0.9845952634151997,0.9853755400821792,0.6392000000000001,0.6025,0.98,0.02
2012,tin,RoW,0.0143258959586874,0.853111,0.98665875,0.9845952634151997,0.9853755400821792,0.6376000000000001,0.6025,0.98,0.02
2013,tin,RoW,0.0142871976978614,0.8491245000000001,0.98665875,0.9607267511355486,0.98553609678543,0.6392000000000001,0.6025,0.98,0.02
2014,tin,RoW,0.0142717768698628,0.8371649999999999,0.98665875,0.9425850685627222,0.9860718426908474,0.6440000000000001,0.6025,0.98,0.02
2015,tin,RoW,0.0142599440818413,0.830421869468398,0.98665875,0.9149255257507072,0.9860718426908474,0.6467063862662896,0.6025,0.98,0.02
2016,tin,RoW,0.0142301841823321,0.8185738265804948,0.9612092752589296,0.8960794016659939,0.9860718426908474,0.6514616524448034,0.6088839143963553,0.98,0.02
2017,tin,RoW,0.0141911047719362,0.7949330150325141,0.961005144171862,0.8845587495541308,0.9858544030572626,0.660950000237797,0.6089351199869906,0.98,0.02
2018,tin,RoW,0.01415119665216,0.7826497075113624,0.9406500588006615,0.8692550714998337,0.9857351955690196,0.6658799618667555,0.6140411240936506,0.98,0.02
2019,tin,RoW,0.01415119665216,0.7826497075113624,0.9406500588006615,0.8692550714998337,0.9856612207107884,0.6658799618667555,0.6140411240936506,0.98,0.02
2020,tin,RoW,0.01415119665216,0.7779977197763446,0.9406500588006615,0.8683942654782475,0.983492559834404,0.6677470584116014,0.6140411240936506,0.98,0.02
2021,tin,RoW,0.0167064091718417,0.7511737799760119,0.9406500588006615,0.858288182598278,0.983492559834404,0.6785129692809184,0.6140411240936506,0.98,0.02
2022,tin,RoW,0.0167064091718417,0.7442219491450512,0.9475139521068856,0.858288182598278,0.983492559834404,0.6813031183664664,0.6123193397449177,0.98,0.02
2023,tin,RoW,0.0167064091718417,0.7398709370065603,0.98665875,0.9524322863968894,0.983492559834404,0.6830494169796824,0.6025,0.98,0.02
2024,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2025,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2026,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2027,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2028,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2029,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2030,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2031,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2032,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2033,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2034,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2035,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2036,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2037,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2038,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2039,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2040,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2041,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2042,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2043,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2044,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2045,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2046,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2047,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2048,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2049,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2050,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2051,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2052,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2053,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2054,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2055,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2056,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2057,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2058,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2059,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2060,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2061,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2062,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2063,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2064,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2065,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2066,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2067,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2068,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2069,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2070,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2071,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2072,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2073,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2074,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2075,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2076,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2077,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2078,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2079,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2080,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2081,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2082,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2083,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2084,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2085,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2086,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2087,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2088,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2089,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2090,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2091,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2092,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2093,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2094,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2095,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2096,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2097,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2098,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2099,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
2100,tin,RoW,0.0167064091718417,0.68487675,0.98264925,0.99,0.983492559834404,0.7040000000000001,0.6025,0.98,0.02
1870,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1871,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1872,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1873,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1874,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1875,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1876,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1877,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1878,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1879,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1880,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1881,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1882,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1883,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1884,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1885,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1886,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1887,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1888,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1889,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1890,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1891,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1892,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1893,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1894,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1895,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1896,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1897,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1898,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1899,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1900,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1901,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1902,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1903,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1904,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1905,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1906,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1907,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1908,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1909,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1910,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1911,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1912,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1913,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1914,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1915,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1916,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1917,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1918,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1919,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1920,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1921,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1922,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1923,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1924,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1925,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1926,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1927,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1928,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1929,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1930,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1931,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1932,zinc,China,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
